formulation_group_fig4,pH_condition_fig4,real_time_h,n_videos,mean_smoothed_normalized_projected_area,sd_smoothed_normalized_projected_area,source_videos,raw_points_in_trace,downsample_interval_h,smoothing_window_h,smoothing_window_points,smoothing_method,downsampling_method,y_axis_min,y_axis_max
02 low viscosity,pH 4.5,5.5,1,2.7188097242604035,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,6.0,1,2.8669530658130156,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,6.5,1,2.9102279546420067,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,7.0,1,2.91207424193518,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,7.5,1,2.99833673307533,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,8.0,1,3.020294185831118,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,8.5,1,3.0395712220991,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,9.0,1,3.046474417634734,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,9.5,1,3.0512229642866253,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,10.0,1,3.0190169255018358,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,10.5,1,2.9797474097071786,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,11.0,1,2.9224309763637515,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,11.5,1,2.8893442213814375,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,12.0,1,2.8219428111263074,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,12.5,1,2.765823774678633,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,13.0,1,2.7143551194124718,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,13.5,1,2.6510350633749624,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,14.0,1,2.599337355344583,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,14.5,1,2.537763757308335,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,15.0,1,2.4778728374479644,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,15.5,1,2.4237581513389883,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,16.0,1,2.379992989765279,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,16.5,1,2.3518788427344792,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,17.0,1,2.3222589372173577,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,17.5,1,2.2421248553861783,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,18.0,1,2.192224629217372,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,18.5,1,2.132750219347139,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,19.0,1,2.035037863031993,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,19.5,1,1.9237143373719825,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,20.0,1,1.8658294316718411,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,20.5,1,1.8225578704859136,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,21.0,1,1.7665503100808728,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,21.5,1,1.7323521223152856,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,22.0,1,1.7511427680887903,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,22.5,1,1.8335302188812685,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,23.0,1,1.7622088450971063,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,23.5,1,1.7276141131997615,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,24.0,1,1.6601694435848036,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,0.0,1,1.1373433390066534,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,0.5,1,1.4635989478570322,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,1.0,1,1.7799747279385219,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,1.5,1,1.9920274382381766,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,2.0,1,2.1360554953839803,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,2.5,1,2.2517845169941717,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,3.0,1,2.330007220588994,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,3.5,1,2.3783454536077158,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,4.0,1,2.459847336118418,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,4.5,1,2.531505492805199,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,5.0,1,2.6144927536231886,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,5.5,1,2.679019031409562,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,6.0,1,2.7398679663726857,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,6.5,1,2.7977616174119344,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,7.0,1,2.8246051885089485,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,7.5,1,2.8607220588993756,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,8.0,1,2.906397441848471,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,8.5,1,3.004155964722266,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,9.0,1,3.0572009902522055,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,9.5,1,3.0634648512042912,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,10.0,1,3.07271236267987,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,10.5,1,3.0907772448295425,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,11.0,1,3.0902289958223736,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,11.5,1,3.0847681675176646,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,12.0,1,3.0571953169322814,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,12.5,1,3.0335293207488783,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,13.0,1,3.017012223425654,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,13.5,1,2.9879044819227403,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,14.0,1,2.973837743050183,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,14.5,1,2.9429614730001545,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,15.0,1,2.9189628139666817,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,15.5,1,2.9302418897312905,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,16.0,1,2.9547851874774356,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,16.5,1,2.707150446129248,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,17.0,1,2.6363118262932606,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,17.5,1,2.751225952859869,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,18.0,1,2.7129599257310852,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,18.5,1,2.6311826293259064,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,19.0,1,2.689300118623962,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,19.5,1,2.652166176698128,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,20.0,1,2.6087683738202077,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,20.5,1,2.5915771829387797,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,21.0,1,2.5787559956676467,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,21.5,1,2.562620558048378,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,22.0,1,2.547619784413843,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,22.5,1,2.5248300582804686,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,23.0,1,2.562123368920522,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,23.5,1,2.53756872453453,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 6.8,24.0,1,2.551937954510289,0.0,02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,0.0,1,1.1300131199807173,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,0.5,1,1.5788057074198647,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,1.0,1,1.824093196600674,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,1.5,1,1.9784300943323876,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,2.0,1,2.109766853286295,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,2.5,1,2.2308504888265603,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,3.0,1,2.3382037952077837,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,3.5,1,2.441660366884694,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,4.0,1,2.5516554731410164,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,4.5,1,2.68700583231989,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,5.0,1,2.7679598566936554,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,5.5,1,2.821008585963721,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,6.0,1,2.893050244869786,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,6.5,1,2.949529616279367,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,7.0,1,2.9921070122964437,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,7.5,1,3.029769665362886,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
03 standard viscosity,pH 1.2,8.0,1,3.0529113209821084,0.0,03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
