formulation_group_fig4,pH_condition_fig4,real_time_h,n_videos,mean_normalized_projected_area,sd_normalized_projected_area,source_videos,y_axis_min,y_axis_max
01 high viscosity,pH 6.8,6.5,1,3.049873594953695,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,6.666666666666667,1,3.0644105391389904,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,6.833333333333332,1,3.0876117232857454,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,7.0,1,3.106395644156332,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,7.166666666666667,1,3.1346210104544325,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,7.333333333333334,1,3.1755290891705004,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,7.5,1,3.196235647532955,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,7.666666666666666,1,3.2176524610778703,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,7.833333333333333,1,3.2314616847893323,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,8.0,1,3.249960339234176,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,8.166666666666668,1,3.2747552312186263,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,8.333333333333334,1,3.305783776781933,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,8.499999999999998,1,3.3291654356061984,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,8.666666666666666,1,3.3426151654035867,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,8.833333333333334,1,3.359840309019222,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,9.000000000000002,1,3.386386096463715,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,9.166666666666666,1,3.4055484319806952,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,9.333333333333334,1,3.413634861885931,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,9.5,1,3.426137099626388,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,9.666666666666666,1,3.4413115269467616,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,9.833333333333334,1,3.473990542544722,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,10.0,1,3.4799898701310044,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,10.166666666666666,1,3.5023570866147464,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,10.333333333333334,1,3.5133733191476355,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,10.5,1,3.5618773441695764,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,10.666666666666666,1,3.584385738425242,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,10.833333333333334,1,3.5987902374842995,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,11.0,1,3.652679394012607,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,11.166666666666666,1,3.673177824319545,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,11.333333333333334,1,3.689755296713469,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,11.5,1,3.721098217521472,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,11.666666666666666,1,3.786310704622626,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,11.833333333333334,1,3.8193186498747593,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,12.0,1,3.831349324748172,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,12.166666666666666,1,3.846331633863453,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,12.333333333333334,1,3.856949075576682,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,12.5,1,3.877106932701866,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,12.666666666666666,1,3.896027665021533,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,12.833333333333334,1,3.924478624666522,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,13.0,1,3.9356040152704863,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,13.166666666666666,1,3.954408312314341,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,13.333333333333334,1,3.9642369050339337,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,13.5,1,3.975945927457912,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,13.666666666666664,1,4.005716972042435,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,13.833333333333336,1,4.045702301197682,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,14.0,1,4.0686284070053285,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,14.166666666666666,1,4.0727793245880735,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,14.333333333333334,1,4.092387025035039,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,14.499999999999998,1,4.106132209344804,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,14.666666666666668,1,4.121832050847285,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,14.833333333333334,1,4.179518452808055,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,15.0,1,4.164968409654231,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,15.166666666666666,1,4.178025170395749,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,15.333333333333332,1,4.197255911637269,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,15.500000000000002,1,4.247074199834953,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,15.666666666666666,1,4.258083155163104,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,15.833333333333334,1,4.2702113445800105,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.0,1,4.281709328066578,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.166666666666664,1,4.303594793596642,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.333333333333336,1,4.310163198593462,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.5,1,4.321969735560934,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.666666666666668,1,4.2718807353469845,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.833333333333332,1,4.282503998824004,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,16.999999999999996,1,4.294509931201306,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,17.166666666666668,1,4.306226230830023,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,17.333333333333332,1,4.321231827000467,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,17.5,1,4.322441298427978,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,17.666666666666668,1,4.338336169017446,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,17.833333333333332,1,4.341504663960516,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,18.000000000000004,1,4.36696469245805,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,18.166666666666668,1,4.379603741647588,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,18.33333333333333,1,4.369955623605506,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,18.5,1,4.37798092499094,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,18.666666666666668,1,4.375023468985281,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,18.83333333333333,1,4.376232940412792,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,19.0,1,4.382450584141225,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,19.166666666666668,1,4.390145500431538,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,19.33333333333333,1,4.396919122601979,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,19.5,1,4.400610120845262,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,19.666666666666668,1,4.396773578507212,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,19.83333333333333,1,4.3984589791246105,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,20.0,1,4.409182668027019,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,20.166666666666668,1,4.453253419922366,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,20.33333333333333,1,4.421305035680135,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,20.5,1,4.470644483806036,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,20.666666666666668,1,4.439068692446407,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,20.83333333333333,1,4.484359103855899,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,21.0,1,4.463771891651154,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,21.166666666666668,1,4.469761031150803,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,21.33333333333333,1,4.47683010783362,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,21.5,1,4.4861056329931,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,21.666666666666668,1,4.482533980907526,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,21.83333333333333,1,4.500304914878536,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,22.0,1,4.503035322096359,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,22.166666666666668,1,4.511562750608738,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,22.33333333333333,1,4.521868727959166,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,22.5,1,4.526083684943609,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,22.666666666666668,1,4.547644587142344,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,22.83333333333333,1,4.509755092951736,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.0,1,4.472047528879587,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.166666666666668,1,4.478550439033762,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.33333333333333,1,4.486719829073016,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.5,1,4.487903102563468,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.666666666666668,1,4.509709974282359,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.83333333333333,1,4.518005987684059,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,23.991666666666667,1,4.516870743744879,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,0.0,1,1.0,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,0.1666666666666666,1,1.1893942353797795,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,0.3333333333333333,1,1.276859827025875,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,0.5,1,1.3844873821236392,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,0.6666666666666666,1,1.4575423111758334,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,0.8333333333333334,1,1.5272301053117618,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,1.0,1,1.5884059386598943,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,1.1666666666666667,1,1.6467438597737485,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,1.3333333333333333,1,1.6993384716475164,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,1.5,1,1.739803583796551,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,1.6666666666666667,1,1.7841073363050313,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,1.8333333333333333,1,1.7771821556056755,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,2.0,1,1.8218428670372409,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,2.1666666666666665,1,1.8619421406879892,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,2.333333333333333,1,1.9284981086504824,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,2.5,1,1.953827984869204,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,2.6666666666666665,1,1.9846472144772596,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,2.833333333333333,1,2.0167264558063542,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,3.0,1,2.039122520378625,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,3.1666666666666665,1,2.0583405849864143,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,3.333333333333333,1,2.0907750093235538,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,3.5,1,2.1171961853344934,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,3.666666666666667,1,2.1382869523522,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,3.833333333333333,1,2.166330426752384,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,4.0,1,2.2042533165213376,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,4.166666666666667,1,2.206714734767089,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,4.333333333333333,1,2.2282929904633364,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,4.500000000000001,1,2.254087268465077,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,4.666666666666667,1,2.2734696052140864,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,4.833333333333333,1,2.286298815464668,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,5.0,1,2.2824894777033866,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,5.166666666666667,1,2.293925482604912,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,5.333333333333333,1,2.3037676037578363,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,5.5,1,2.3170612157914365,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,5.666666666666667,1,2.3372933278871937,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,5.833333333333333,1,2.3475900832904157,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,6.0,1,2.3537294215844717,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,6.166666666666667,1,2.370971780710011,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,6.333333333333333,1,2.3821085439272585,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,6.5,1,2.388616384592161,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,6.666666666666667,1,2.3787707116091568,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,6.833333333333332,1,2.3787680477365964,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,7.0,1,2.3787449608410736,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,7.166666666666667,1,2.3766973307996944,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,7.333333333333334,1,2.370939814239287,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,7.5,1,2.3761219343266617,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,7.666666666666666,1,2.36171038377524,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,7.833333333333333,1,2.359464739206876,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,8.0,1,2.349613738478751,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,8.166666666666668,1,2.3198005647409827,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,8.333333333333334,1,2.302482729226234,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,8.499999999999998,1,2.26946314088334,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,8.666666666666666,1,2.248606794650944,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,8.833333333333334,1,2.231106927844572,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,9.000000000000002,1,2.1981938944040915,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,9.166666666666666,1,2.181954927276279,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,9.333333333333334,1,2.146162247598075,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,9.5,1,2.1102789962528195,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
02 low viscosity,pH 1.2,9.666666666666666,1,2.0742279209362624,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
