relative_path,file_name,extension,status,read_error,size_bytes,drug_root_label,primary_drug_label,primary_pH_label,condition_folder,view_folder,variant_label,model_label,model_label_source,model_bucket,comparison_pair_id,reference_manufacturer_label,manufacturer_label,reference_batch_label,comparison_batch_label,batch_pair,comparison_scope,sample_replicate_id,left_replicate_id,right_replicate_id,repeat_group_base_key,repeat_group_model_key,repeat_observation_key,repeat_group_complete,repeat_group_consistency_status,repeat_group_consensus_verdict,potential_error_label,left_product_name,left_manufacturer_label,left_batch_label,right_product_name,right_manufacturer_label,right_batch_label,manufacturer_pair,verdict,verdict_raw,char_count,word_count,has_experiment_section,experiment_fields_expected,experiment_fields_present,experiment_completeness_pct,experiment_time_interval_present,experiment_other_conditions_present,has_image_analysis_section,image_analysis_block_count,dimension_coverage_count,dimension_coverage_pct,dimension_avg_words,dimension_generic_count,dimension_duplicate_count,dimension_detail_score_pct,has_mechanism_section,mechanism_hypothesis_count,mechanism_follow_up_item_count,mechanism_evidence_trace_count,reference_trace_level,possible_placeholder_reference,mechanism_score_pct,reference_verify_placeholder,has_final_report_section,comparison_table_present,comparison_table_rows,reason_keyword_count,evidence_link_count,judgment_basis_clear,reasoning_score_pct,structural_completeness_pct,overall_quality_score_pct
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-3.docx,.docx,ok,,33854,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 2,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,59386,8413,1,6,5,83.33,1,1,1,8,8,100.0,58.16,1,0,99.45,1,0,0,5,generic,1,29.0,0,1,1,7,1,7,1,82.92,100.0,83.37
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-1.docx,.docx,ok,,32927,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 3,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,55809,7838,1,6,5,83.33,1,1,1,8,8,100.0,55.27,0,0,100.0,1,0,0,7,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-2.docx,.docx,ok,,33752,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 3,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,57805,8120,1,6,5,83.33,1,1,1,8,8,100.0,59.64,0,0,100.0,1,0,0,7,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-3.docx,.docx,ok,,34831,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 3,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,57855,8121,1,6,5,83.33,1,1,1,8,8,100.0,56.69,2,0,98.91,1,0,0,7,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.73
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-1.docx,.docx,ok,,33281,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 1,0,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,same,same,54902,7701,1,6,5,83.33,1,1,1,8,8,100.0,56.17,1,0,99.45,1,0,0,6,generic,1,29.0,0,1,1,7,0,7,0,76.25,100.0,82.37
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-2.docx,.docx,ok,,32577,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 1,0,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,different,different,54367,7666,1,6,5,83.33,1,1,1,8,8,100.0,55.84,1,0,99.45,1,0,0,5,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.81
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-3.docx,.docx,ok,,33644,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 1,0,insufficient,different,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,different,different,56869,8036,1,6,5,83.33,1,1,1,8,8,100.0,55.56,0,0,100.0,1,0,0,7,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-1.docx,.docx,ok,,32211,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 2,0,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,same,same,53210,7488,1,6,5,83.33,1,1,1,8,8,100.0,52.38,0,0,100.0,1,0,0,5,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-2.docx,.docx,ok,,33644,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 2,0,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,different,different,56869,8036,1,6,5,83.33,1,1,1,8,8,100.0,55.56,0,0,100.0,1,0,0,7,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/test/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-3.docx,.docx,ok,,32562,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 2,0,insufficient,different,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,different,different,54678,7652,1,6,5,83.33,1,1,1,8,8,100.0,54.58,2,0,98.91,1,0,0,6,generic,1,29.0,0,1,1,7,0,7,0,76.25,100.0,82.29
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2-1.docx,.docx,ok,,33080,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 2,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,57839,8185,1,6,5,83.33,1,1,1,8,8,100.0,56.56,2,0,98.91,1,0,0,6,generic,1,29.0,0,1,1,6,2,6,1,85.83,100.0,83.73
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2-2.docx,.docx,ok,,32548,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 2,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,56690,7937,1,6,5,83.33,1,1,1,8,8,100.0,55.05,3,0,98.36,1,0,0,7,generic,1,29.0,0,1,1,6,2,8,1,85.83,100.0,83.64
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2-3.docx,.docx,ok,,31621,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-2,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 2,1,consistent,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,52540,7298,1,6,5,83.33,1,1,1,8,8,100.0,49.16,1,0,99.45,1,0,0,6,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.81
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3-1.docx,.docx,ok,,31672,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 3,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,52619,7407,1,6,5,83.33,1,1,1,8,8,100.0,51.8,1,0,99.45,1,0,0,6,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.81
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3-2.docx,.docx,ok,,31756,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 3,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,53248,7451,1,6,5,83.33,1,1,1,8,8,100.0,51.39,0,0,100.0,1,0,0,7,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3-3.docx,.docx,ok,,31717,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-3,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 3,1,consistent,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,53193,7458,1,6,5,83.33,1,1,1,8,8,100.0,48.61,2,0,98.91,1,0,0,6,generic,1,29.0,0,1,1,8,2,8,1,93.33,100.0,84.85
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1-1.docx,.docx,ok,,32338,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 1,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,52688,7330,1,6,5,83.33,1,1,1,8,8,100.0,52.25,1,0,99.45,1,0,0,5,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.81
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1-2.docx,.docx,ok,,33226,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 1,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,55725,7840,1,6,5,83.33,1,1,1,8,8,100.0,54.12,2,0,98.91,1,0,0,13,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.73
替米沙坦/pH1.2/test/top/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1-3.docx,.docx,ok,,33662,替米沙坦,替米沙坦,pH1.2,pH1.2,top,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Top-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Top-1,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 1,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,56426,7893,1,6,5,83.33,1,1,1,8,8,100.0,54.22,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.89
