"repo_path","original_path","original_filename","repo_filename","file_type","description","related_manuscript_section","related_figure_or_table","public_release_status","copied_status","notes"
"processed_data/fig5_uv_relative_release_9.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_technical_measurements.svg","fig5b_relative_early_release_technical_measurements.svg","fig5_uv_relative_release_9.csv","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as fig5_uv_relative_release_9.csv instead of fig5_uv_relative_release.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/fig5b_auc_file_level.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_auc_file_level.csv","fig5b_auc_file_level.csv","fig5b_auc_file_level.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_auc_measurement_level.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_auc_measurement_level.csv","fig5b_auc_measurement_level.csv","fig5b_auc_measurement_level.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_checked.pdf","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_checked.pdf","fig5b_interval_fraction_checked.pdf","fig5b_interval_fraction_checked.pdf","pdf_document","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_checked.png","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_checked.png","fig5b_interval_fraction_checked.png","fig5b_interval_fraction_checked.png","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_checked.svg","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_checked.svg","fig5b_interval_fraction_checked.svg","fig5b_interval_fraction_checked.svg","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_checked_2.png","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5b\fig5b_interval_fraction_checked.png","fig5b_interval_fraction_checked.png","fig5b_interval_fraction_checked_2.png","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as fig5b_interval_fraction_checked_2.png instead of fig5b_interval_fraction_checked.png. Repository filename differs from original filename for English naming, normalization, or collision safety. "
"processed_data/fig5b_interval_fraction_checked_2.svg","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5b\fig5b_interval_fraction_checked.svg","fig5b_interval_fraction_checked.svg","fig5b_interval_fraction_checked_2.svg","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as fig5b_interval_fraction_checked_2.svg instead of fig5b_interval_fraction_checked.svg. Repository filename differs from original filename for English naming, normalization, or collision safety. "
"processed_data/fig5b_interval_fraction_corrected.pdf","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_corrected.pdf","fig5b_interval_fraction_corrected.pdf","fig5b_interval_fraction_corrected.pdf","pdf_document","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_corrected.png","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_corrected.png","fig5b_interval_fraction_corrected.png","fig5b_interval_fraction_corrected.png","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_corrected.svg","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_corrected.svg","fig5b_interval_fraction_corrected.svg","fig5b_interval_fraction_corrected.svg","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_corrected_file_level.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_interval_fraction_corrected_file_level.csv","fig5b_interval_fraction_corrected_file_level.csv","fig5b_interval_fraction_corrected_file_level.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_corrected_summary.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_interval_fraction_corrected_summary.csv","fig5b_interval_fraction_corrected_summary.csv","fig5b_interval_fraction_corrected_summary.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_file_sums.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_interval_fraction_file_sums.csv","fig5b_interval_fraction_file_sums.csv","fig5b_interval_fraction_file_sums.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_group_sums.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_interval_fraction_group_sums.csv","fig5b_interval_fraction_group_sums.csv","fig5b_interval_fraction_group_sums.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_interval_fraction_plotting_table_checked.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_interval_fraction_plotting_table_checked.csv","fig5b_interval_fraction_plotting_table_checked.csv","fig5b_interval_fraction_plotting_table_checked.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_revised_color_assignments.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_revised_color_assignments.csv","fig5b_revised_color_assignments.csv","fig5b_revised_color_assignments.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_technical_measurement_summary.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_technical_measurement_summary.csv","fig5b_technical_measurement_summary.csv","fig5b_technical_measurement_summary.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_file_level_curves.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_file_level_curves.csv","fig5b_timecourse_file_level_curves.csv","fig5b_timecourse_file_level_curves.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_interval_fraction_file_level.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_interval_fraction_file_level.csv","fig5b_timecourse_interval_fraction_file_level.csv","fig5b_timecourse_interval_fraction_file_level.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_interval_fraction_revised.pdf","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_interval_fraction_revised.pdf","fig5b_timecourse_interval_fraction_revised.pdf","fig5b_timecourse_interval_fraction_revised.pdf","pdf_document","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_interval_fraction_revised.png","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_interval_fraction_revised.png","fig5b_timecourse_interval_fraction_revised.png","fig5b_timecourse_interval_fraction_revised.png","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_interval_fraction_revised.svg","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_interval_fraction_revised.svg","fig5b_timecourse_interval_fraction_revised.svg","fig5b_timecourse_interval_fraction_revised.svg","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_interval_fraction_summary.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_interval_fraction_summary.csv","fig5b_timecourse_interval_fraction_summary.csv","fig5b_timecourse_interval_fraction_summary.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_normalized_main.pdf","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_normalized_main.pdf","fig5b_timecourse_normalized_main.pdf","fig5b_timecourse_normalized_main.pdf","pdf_document","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_normalized_main.png","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_normalized_main.png","fig5b_timecourse_normalized_main.png","fig5b_timecourse_normalized_main.png","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_normalized_main.svg","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_normalized_main.svg","fig5b_timecourse_normalized_main.svg","fig5b_timecourse_normalized_main.svg","image","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_normalized_main_summary.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_normalized_main_summary.csv","fig5b_timecourse_normalized_main_summary.csv","fig5b_timecourse_normalized_main_summary.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_summary.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_summary.csv","fig5b_timecourse_summary.csv","fig5b_timecourse_summary.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_summary_0to8h_revised.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_summary_0to8h_revised.csv","fig5b_timecourse_summary_0to8h_revised.csv","fig5b_timecourse_summary_0to8h_revised.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/fig5b_timecourse_summary_revised.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_summary_revised.csv","fig5b_timecourse_summary_revised.csv","fig5b_timecourse_summary_revised.csv","tabular_data","Processed Figure 5 UV/release data.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied",""
"processed_data/mygo_recommendation_records.csv","D:\Claude code\nature_comm_figures\data\raw\fig5a_formulation_ratios - glc.csv","fig5a_formulation_ratios - glc.csv","mygo_recommendation_records.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_10.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_glc_reference_line.pdf","fig5a_formulation_ratio_glc_reference_line.pdf","mygo_recommendation_records_10.csv","pdf_document","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_10.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_11.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_glc_reference_line.png","fig5a_formulation_ratio_glc_reference_line.png","mygo_recommendation_records_11.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_11.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_12.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_glc_reference_line.svg","fig5a_formulation_ratio_glc_reference_line.svg","mygo_recommendation_records_12.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_12.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_13.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_reference_line.pdf","fig5a_formulation_ratio_reference_line.pdf","mygo_recommendation_records_13.csv","pdf_document","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_13.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_14.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_reference_line.png","fig5a_formulation_ratio_reference_line.png","mygo_recommendation_records_14.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_14.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_15.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_reference_line.svg","fig5a_formulation_ratio_reference_line.svg","mygo_recommendation_records_15.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_15.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_16.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_revised.pdf","fig5a_formulation_ratio_revised.pdf","mygo_recommendation_records_16.csv","pdf_document","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_16.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_17.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_revised.png","fig5a_formulation_ratio_revised.png","mygo_recommendation_records_17.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_17.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_18.csv","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_revised.svg","fig5a_formulation_ratio_revised.svg","mygo_recommendation_records_18.csv","image","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_18.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_19.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5_optimized_formulation_validation_summary.csv","fig5_optimized_formulation_validation_summary.csv","mygo_recommendation_records_19.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_19.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_2.csv","D:\Claude code\nature_comm_figures\data\raw\fig5a_formulation_ratios.csv","fig5a_formulation_ratios.csv","mygo_recommendation_records_2.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_2.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_20.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_colors.csv","fig5a_formulation_ratio_glc_colors.csv","mygo_recommendation_records_20.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_20.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_21.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_processed.csv","fig5a_formulation_ratio_glc_processed.csv","mygo_recommendation_records_21.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_21.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_22.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_reference_line_colors.csv","fig5a_formulation_ratio_glc_reference_line_colors.csv","mygo_recommendation_records_22.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_22.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_23.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_reference_line_processed.csv","fig5a_formulation_ratio_glc_reference_line_processed.csv","mygo_recommendation_records_23.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_23.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_24.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_reference_line_summary.csv","fig5a_formulation_ratio_glc_reference_line_summary.csv","mygo_recommendation_records_24.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_24.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_25.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_summary.csv","fig5a_formulation_ratio_glc_summary.csv","mygo_recommendation_records_25.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_25.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_26.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_reference_line_colors.csv","fig5a_formulation_ratio_reference_line_colors.csv","mygo_recommendation_records_26.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_26.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_27.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_reference_line_processed.csv","fig5a_formulation_ratio_reference_line_processed.csv","mygo_recommendation_records_27.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_27.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_28.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_reference_line_summary.csv","fig5a_formulation_ratio_reference_line_summary.csv","mygo_recommendation_records_28.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_28.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_29.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_revised_colors.csv","fig5a_formulation_ratio_revised_colors.csv","mygo_recommendation_records_29.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_29.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_3.csv","D:\Claude code\nature_comm_figures\data_templates\fig5a_formulation_ratios_template.csv","fig5a_formulation_ratios_template.csv","mygo_recommendation_records_3.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_3.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_30.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_revised_processed.csv","fig5a_formulation_ratio_revised_processed.csv","mygo_recommendation_records_30.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_30.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_31.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_revised_summary.csv","fig5a_formulation_ratio_revised_summary.csv","mygo_recommendation_records_31.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_31.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_32.csv","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratios_processed.csv","fig5a_formulation_ratios_processed.csv","mygo_recommendation_records_32.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_32.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_33.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5a_formulation_ratio_glc_qc.csv","fig5a_formulation_ratio_glc_qc.csv","mygo_recommendation_records_33.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_33.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_34.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5a_formulation_ratio_glc_reference_line_qc.csv","fig5a_formulation_ratio_glc_reference_line_qc.csv","mygo_recommendation_records_34.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_34.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_35.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5a_formulation_ratio_reference_line_qc.csv","fig5a_formulation_ratio_reference_line_qc.csv","mygo_recommendation_records_35.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_35.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_36.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5a_formulation_ratio_revised_qc.csv","fig5a_formulation_ratio_revised_qc.csv","mygo_recommendation_records_36.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_36.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_37.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5a_formulation_ratios_missing_values.csv","fig5a_formulation_ratios_missing_values.csv","mygo_recommendation_records_37.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_37.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
"processed_data/mygo_recommendation_records_38.csv","D:\Claude code\nature_comm_figures\outputs\qc\fig5a_formulation_ratios_replicate_counts.csv","fig5a_formulation_ratios_replicate_counts.csv","mygo_recommendation_records_38.csv","tabular_data","Processed MYGO recommendation/formulation records.","MYGO-guided formulation optimization and validation","Figure 5","public_copied_from_reviewed_inventory","copied","Target filename collision; copied as mygo_recommendation_records_38.csv instead of mygo_recommendation_records.csv. Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. "
